z_sphere_mm,alpha_deg,phi_deg,Fx_B0_raw_mN,Fx_B1_raw_mN,Fx_B2_raw_mN,Fx_hold_corr_mN,DeltaFx_ball_mN,Fx_total_corr_mN,Fy_total_corr_mN,Fz_total_corr_mN,elements,DOF,min_quality,same_mesh_verified,status
108.000000000,-20.0000000000,320.400000000,-0.0781216578110,-0.206344132274,-0.234332895395,-0.128222474463,-0.0279887631210,-0.156211237584,-0.0303714724659,0.128699986968,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,324.000000000,-0.0781216578110,-0.206344132274,-0.229247301179,-0.128222474463,-0.0229031689048,-0.151125643368,-0.0318590033758,0.122136401989,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,327.600000000,-0.0781216578110,-0.206344132274,-0.223924504175,-0.128222474463,-0.0175803719006,-0.145802846364,-0.0332209071015,0.115265879458,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,331.200000000,-0.0781216578110,-0.206344132274,-0.218385501314,-0.128222474463,-0.0120413690402,-0.140263843503,-0.0344518135434,0.108115563377,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,334.800000000,-0.0781216578110,-0.206344132274,-0.212652144300,-0.128222474463,-0.00630801202633,-0.134530486489,-0.0355468710226,0.100713703637,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,338.400000000,-0.0781216578110,-0.206344132274,-0.206747053162,-0.128222474463,-0.000402920887419,-0.128625395351,-0.0365017652614,0.0930895427453,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,342.000000000,-0.0781216578110,-0.206344132274,-0.200693523082,-0.128222474463,0.00565060919183,-0.122571865271,-0.0373127354426,0.0852731850160,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,345.600000000,-0.0781216578110,-0.206344132274,-0.194515438314,-0.128222474463,0.0118286939604,-0.116393780503,-0.0379765901335,0.0772954987753,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,349.200000000,-0.0781216578110,-0.206344132274,-0.188237176933,-0.128222474463,0.0181069553410,-0.110115519122,-0.0384907195161,0.0691879901395,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,352.800000000,-0.0781216578110,-0.206344132274,-0.181883511528,-0.128222474463,0.0244606207464,-0.103761853717,-0.0388531048471,0.0609826665644,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,356.400000000,-0.0781216578110,-0.206344132274,-0.175479514400,-0.128222474463,0.0308646178737,-0.0973578565894,-0.0390623268833,0.0527119211163,871851,1163671,0.213700000000,true,SUCCESS
108.000000000,-20.0000000000,360.000000000,-0.0781216578110,-0.206344132274,-0.169050456763,-0.128222474463,0.0372936755111,-0.0909287989520,-0.0391175709018,0.0444083974306,871851,1163671,0.213700000000,true,SUCCESS
109.000000000,-20.0000000000,0.00000000000,0.120392268091,-0.00776461714248,0.0286895612705,-0.128156885234,0.0364541784130,-0.0917027068209,-0.0392174655147,0.0431257367026,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,3.60000000000,0.120392268091,-0.00776461714248,0.0348489188938,-0.128156885234,0.0426135360363,-0.0855433491976,-0.0391244118307,0.0350436379046,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,7.20000000000,0.120392268091,-0.00776461714248,0.0409830658339,-0.128156885234,0.0487476829764,-0.0794092022575,-0.0388771815251,0.0269933067926,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,10.8000000000,0.120392268091,-0.00776461714248,0.0470677926057,-0.128156885234,0.0548324097481,-0.0733244754858,-0.0384767602295,0.0190065031747,872014,1163805,0.220600000000,true,SUCCESS
109.000000000,-20.0000000000,14.4000000000,0.120392268091,-0.00776461714248,0.0530790820393,-0.128156885234,0.0608436991817,-0.0673131860522,-0.0379247376956,0.0111147443818,872014,1163805,0.220600000000,true,SUCCESS
