z_sphere_mm,alpha_deg,phi_deg,mesh_level,Fx_B0_raw_mN,Fx_B1_raw_mN,Fx_B2_raw_mN,Fx_hold_corr_mN,DeltaFx_ball_mN,Fx_total_corr_mN,Fy_total_corr_mN,Fz_total_corr_mN,elements,DOF,min_quality,same_mesh_verified,release_candidate,status
110.0,-20.0,45.0,LOCAL_M03,0.0993115950496,-0.0287725367362,0.0732170440801,-0.128084131786,0.101989580816,-0.0260945509695,-0.0278983782504,-0.0466047584753,872645,1164684,0.2183,True,MAGNETICALLY_HELD,SUCCESS
110.0,-20.0,90.0,LOCAL_M03,0.0993115950496,-0.0287725367362,0.100879155653,-0.128084131786,0.129651692389,0.00156756060316,-0.000181679164573,-0.0831112501533,872645,1164684,0.2183,True,MAGNETIC_RELEASE_CANDIDATE,SUCCESS
110.0,-20.0,135.0,LOCAL_M03,0.0993115950496,-0.0287725367362,0.0733031770771,-0.128084131786,0.102075713813,-0.0260084179724,0.0276764235401,-0.0465332528198,872645,1164684,0.2183,True,MAGNETICALLY_HELD,SUCCESS
110.0,-20.0,180.0,LOCAL_M03,0.0993115950496,-0.0287725367362,0.00665096896927,-0.128084131786,0.0354235057054,-0.0926606260803,0.0393661165745,0.0417282675548,872645,1164684,0.2183,True,MAGNETICALLY_HELD,SUCCESS
110.0,-20.0,225.0,LOCAL_M03,0.0993115950496,-0.0287725367362,-0.0600253001077,-0.128084131786,-0.0312527633715,-0.159336895157,0.0280306872463,0.129997045766,872645,1164684,0.2183,True,MAGNETICALLY_HELD,SUCCESS
110.0,-20.0,270.0,LOCAL_M03,0.0993115950496,-0.0287725367362,-0.0876758035903,-0.128084131786,-0.0589032668541,-0.18698739864,0.000301190947906,0.166540506638,872645,1164684,0.2183,True,MAGNETICALLY_HELD,SUCCESS
110.0,-20.0,315.0,LOCAL_M03,0.0993115950496,-0.0287725367362,-0.0601114594313,-0.128084131786,-0.0313389226951,-0.159423054481,-0.0275697604815,0.129925843644,872645,1164684,0.2183,True,MAGNETICALLY_HELD,SUCCESS
110.0,-20.0,360.0,LOCAL_M03,0.0993115950496,-0.0287725367362,0.00652913991783,-0.128084131786,0.035301676654,-0.0927824551318,-0.0392466562757,0.0416273578479,872645,1164684,0.2183,True,MAGNETICALLY_HELD,SUCCESS
115.0,-20.0,0.0,LOCAL_M03,0.181354957093,0.0532090145295,0.0820616473356,-0.128145942563,0.0288526328061,-0.0992933097571,-0.0318769422902,0.0372875119995,872902,1165027,0.2202,True,MAGNETICALLY_HELD,SUCCESS
115.0,-20.0,45.0,LOCAL_M03,0.181354957093,0.0532090145295,0.139385480465,-0.128145942563,0.0861764659355,-0.0419694766278,-0.0227341677141,-0.0338528145942,872902,1165027,0.2202,True,MAGNETICALLY_HELD,SUCCESS
115.0,-20.0,90.0,LOCAL_M03,0.181354957093,0.0532090145295,0.163198299549,-0.128145942563,0.10998928502,-0.0181566575432,-0.000252462411501,-0.0633188168105,872902,1165027,0.2202,True,MAGNETICALLY_HELD,SUCCESS
115.0,-20.0,135.0,LOCAL_M03,0.181354957093,0.0532090145295,0.139545599995,-0.128145942563,0.0863365854653,-0.0418093570979,0.0224040887191,-0.0338669237839,872902,1165027,0.2202,True,MAGNETICALLY_HELD,SUCCESS
115.0,-20.0,180.0,LOCAL_M03,0.181354957093,0.0532090145295,0.082287640555,-0.128145942563,0.0290786260254,-0.0990673165378,0.0319701464038,0.0372663489789,872902,1165027,0.2202,True,MAGNETICALLY_HELD,SUCCESS
115.0,-20.0,225.0,LOCAL_M03,0.181354957093,0.0532090145295,0.0249706352366,-0.128145942563,-0.0282383792929,-0.156384321856,0.0228366506142,0.108429309911,872902,1165027,0.2202,True,MAGNETICALLY_HELD,SUCCESS
115.0,-20.0,270.0,LOCAL_M03,0.181354957093,0.0532090145295,0.00116528071111,-0.128145942563,-0.0520437338184,-0.180189676382,0.000347318254845,0.137919654938,872902,1165027,0.2202,True,MAGNETICALLY_HELD,SUCCESS
115.0,-20.0,315.0,LOCAL_M03,0.181354957093,0.0532090145295,0.0248111523875,-0.128145942563,-0.028397862142,-0.156543804705,-0.0223185116647,0.108445127991,872902,1165027,0.2202,True,MAGNETICALLY_HELD,SUCCESS
115.0,-20.0,360.0,LOCAL_M03,0.181354957093,0.0532090145295,0.0820616473079,-0.128145942563,0.0288526327784,-0.0992933097848,-0.0318769422957,0.0372875121625,872902,1165027,0.2202,True,MAGNETICALLY_HELD,SUCCESS
